IDText,Text,Text_Merged,Translated_Text
TXT0219,sedikit soal rekam jejak anies baswedan di jakarta hunian dp rp lawan politik selalu mengecilkan program dp yg digagas mas anies ini padahal hanya di era ini program perumahan dan pemukiman dilaksanakan secara komprehensif menjawab ragam kebutuhan hunian dan dirangkai dalam payung program terintegrasi bernama jakhabitat dari mulai membangun rusunawa untuk mereka yang punya preferensi menyewa merevitalisasi kampung bagi mereka yang tinggal di kampung kota membangun dp rp bagi mereka yang selama ini tak sanggup memiliki rumah hingga menyediakan hunian terjangkau di dekat mbagi para millenialsgen  yang baru memulai karir dan kepingin gaya hidup yg berkelanjutan dalam hal penyediaan rusunawa mas anies mencetak rekor pembangunan rusunawa terbanyak sepanjang sejarah pemprov dki bahkan lebih banyak dari periode sebelumnya yang dianggap sebagai gubernur pro rusunawa yg cuma tahun sewa gak tau bisa perpanjang apa kagak terserah kepala unit yg mengelola aja dp rp dianggap gagal karena diklaim nyinyiers dan kaum pendendam sakit hati karena kalah pilgub bahwa jumlahnya sedikit padahal meski apbd dki tergerus pandemi dp rp mensupply kurang lebih dari seluruh unit apartemen di jakarta bahkan dp rp lebih laku daripada apartemen komersil karena tingkat keterisian yang mencapai dibandingkan dari apartemen komersil yg ada dp mengabulkan mimpi warga yg selama ini menjadi penyewa hunian kemudia naik kelas jadi pemilik dengan pengeluaran bulanan yang relatif sama termasuk warga difabel saat dp rp diserang dan kini berupaya dihapuskan sesungguhnya lawan politik bukan menyerang mas anies tp sedang menghalangi menghapus harapan dan menutup kesempatan warga utk menggapai mimpinya memiliki rumah demikian utk dimaklumi re reizapatters,sedikit soal rekam jejak anies baswedan di jakarta hunian dp rp lawan politik selalu mengecilkan program dp yang digagas mas anies ini padahal hanya di era ini program perumahan dan pemukiman dilaksanakan secara komprehensif menjawab ragam kebutuhan hunian dan dirangkai dalam payung program terintegrasi bernama jakhabitat dari mulai membangun rusunawa untuk mereka yang punya preferensi menyewa merevitalisasi kampung bagi mereka yang tinggal di kampung kota membangun dp rp bagi mereka yang selama ini tak sanggup memiliki rumah hingga menyediakan hunian terjangkau di dekat mbagi para millenialsgen yang baru memulai karir dan pengin gaya hidup yang berkelanjutan dalam hal penyediaan rusunawa mas anies mencetak rekor pembangunan rusunawa terbanyak sepanjang sejarah pemprov dki bahkan lebih banyak dari periode sebelumnya yang dianggap sebagai gubernur pro rusunawa yang cuma tahun sewa enggak tau bisa perpanjang apa kagak terserah kepala unit yang mengelola saja dp rp dianggap gagal karena diklaim nyinyiers dan kaum pendendam sakit hati karena kalah pilgub bahwa jumlahnya sedikit padahal meski apbd dki tergerus pandemi dp rp mensupply kurang lebih dari seluruh unit apartemen di jakarta bahkan dp rp lebih laku daripada apartemen komersil karena tingkat keterisian yang mencapai dibandingkan dari apartemen komersil yang ada dp mengabulkan mimpi warga yang selama ini menjadi penyewa hunian kemudia naik kelas jadi pemilik dengan pengeluaran bulanan yang relatif sama termasuk warga difabel saat dp rp diserang dan kini berupaya dihapuskan sesungguhnya lawan politik bukan menyerang mas anies tapi sedang menghalangi menghapus harapan dan menutup kesempatan warga untuk menggapai mimpinya memiliki rumah demikian untuk dimaklumi re reizapatters,"a little about anies baswedan's track record in jakarta dp rp housing political opponents always belittle the dp program initiated by mas anies even though only in this era the housing and settlement program is implemented comprehensively to answer various housing needs and is arranged under the umbrella of an integrated program called jakhabitat starting from building rusunawa for those who prefer to rent revitalizing villages for those who live in urban villages building dp rp for those who have not been able to own a house to providing affordable housing near mbagi millenialsgen who are just starting their careers and want a sustainable lifestyle in terms of providing rusunawa mas anies set a record for the construction of the most rusunawa in the history of the dki provincial government even more than the previous period which was considered a pro rusunawa governor who only rented a year, I don't know if it can be extended or not, it's up to the head of the unit that manages it dp rp is considered a failure because it is claimed by nyinyiers and vengeful people who are hurt because they lost the gubernatorial election that the number is small even though even though the dki budget was eroded by the pandemic dp rp supplies more or less than all apartment units in jakarta even dp rp more marketable than commercial apartments because the occupancy rate is compared to existing commercial apartments dp fulfills the dreams of residents who have been renters of housing then upgrade to become owners with relatively the same monthly expenses including disabled residents when dp rp was attacked and is now trying to be abolished in fact political opponents are not attacking mas anies but are obstructing, erasing hopes and closing the opportunity for residents to achieve their dreams of having a house so that it can be understood re reizapatters"
TXT0220,sukarelawan aniesmuhaimin amin diminta awasi tps dengan rekam dan foto re oposisicerdas,sukarelawan aniesmuhaimin amin diminta awasi tps dengan rekam dan foto re oposisicerdas,Anies Muhaimin Amin volunteers asked to monitor polling stations with recordings and photos re politikcerdas
TXT0221,ganjar berkomitmen untuk meningkatkan kesejahteraan keluarga prajurit melalui program beasiswa ini,ganjar berkomitmen untuk meningkatkan kesejahteraan keluarga prajurit melalui program beasiswa ini,Ganjar is committed to improving the welfare of soldiers' families through this scholarship program.
TXT0222,saat prabowo singgung apbd dki triliun penjilat pantat gemoy bersorak gembira joget gemoy giliran anies singgung anggaran menhan triliun mereka ngamuk gigit pantat pasukan pantat gemoy memang sakit re romitsut,saat prabowo singgung apbd dki triliun penjilat pantat gemoy bersorak gembira joget gemoy giliran anies singgung anggaran menhan triliun mereka ngamuk gigit pantat pasukan pantat gemoy memang sakit re romitsut,"when prabowo mentioned the dki budget in trillions, the ass-lickers cheered happily, danced happily, when anies mentioned the defense minister's budget in trillions, they went berserk, biting the troops' asses, the ass-lickers really hurt, re romitsut"
TXT0223,program pasangan capres cawapres ganjar pranowo dan mahfud md solusi jitu buat dorong pertumbuhan ekonomi desa,program pasangan capres cawapres ganjar pranowo dan mahfud md solusi jitu buat dorong pertumbuhan ekonomi desa,presidential and vice presidential candidate pair Ganjar Pranowo and Mahfud MD's program is a smart solution to encourage village economic growth
TXT0224,ada sumber valid gak apa cuma cuap kalo gw si gapercaya aplg dr pdip kalo lu sering nonton berita itu dijelasin kenapa pdip gasetuju dan kalo anies dia aja kemaren nyindir soal langkahin konstitusi kok,ada sumber valid enggak apa cuma cuap kalo gue sih gapercaya aplg dari pdip kalo lu sering menonton berita itu dijelasin kenapa pdip gasetuju dan kalo anies dia saja kemarin menyindir soal langkahin konstitusi kok,"there is a valid source, it's okay, it's just that I don't believe the app from Pdip. If you often watch the news, it's explained why Pdip doesn't agree and if it's Anies, he just quipped yesterday about stepping up to the constitution."
TXT0225,indonesia tidak punya hubungan diplomatik dengan israel tapi akan menormalisasi hubungan meskipun indonesia tidak mempunyai hubungan diplomatik dengan israel namun hubungan indonesia di bidang perdagangan cukup baik disinyalir prabowo akan menormalisasi hubungan indonesiaisrael para pejabat amerika serikat mengatakan awal pemerintahan trump menempatkan indonesia dan mauritania sebagai negaranegara muslim selanjutnya yang didorong untuk menormalisasi hubungan dengan israel gak bahaya taaa re riverheaven,indonesia tidak punya hubungan diplomatik dengan israel tapi akan menormalisasi hubungan meskipun indonesia tidak mempunyai hubungan diplomatik dengan israel namun hubungan indonesia di bidang perdagangan cukup baik disinyalir prabowo akan menormalisasi hubungan indonesiaisrael para pejabat amerika serikat mengatakan awal pemerintahan trump menempatkan indonesia dan mauritania sebagai negaranegara muslim selanjutnya yang didorong untuk menormalisasi hubungan dengan israel enggak bahaya taaa re riverheaven,"Indonesia does not have diplomatic relations with Israel but will normalize relations even though Indonesia does not have diplomatic relations with Israel, Indonesia's relations in the trade sector are quite good, it is suspected that Prabowo will normalize relations between Indonesia and Israel, US officials said that at the beginning of the Trump administration, Indonesia and Mauritania were the next Muslim countries to be encouraged to normalize relations with Israel, it's not dangerous, taaa re riverheaven"
TXT0226,kok bisa ya kamu salah sejauh itu soal anggaran prabowo wan angin dukungantulus untuk penasaran kebebasan ptn top menhan nyebokin nangisin goblok pt tmi,kok bisa ya kamu salah sejauh itu soal anggaran prabowo wan angin dukungantulus untuk penasaran kebebasan ptn top menhan nyebokin nangisin goblok pt tmi,how come you are so wrong about the budget prabowo wan angin sincere support for curious freedom ptn top menhan nyebo makes you cry stupid pt tmi
TXT0227,demokrasi sdh di rusak rkyt sdh cerdas prabowo akan tumbang lg utk ke  nya jd presiden itu pasti,demokrasi sudah di rusak rkyt sudah cerdas prabowo akan tumbang lagi untuk ke nya jadi presiden itu pasti,"democracy has been damaged, the people are smart, Prabowo will fall again, his chances of becoming president are certain"
TXT0228,lembaga survei australia sebut elektabilitas anies melonjak abrisatu optimis amin pemenang pilpres re oposisicerdas,lembaga survei australia sebut elektabilitas anies melonjak abrisatu optimis amin pemenang pilpres re oposisicerdas,Australian survey institute says Anies' electability has soared Abrisatu is optimistic Amin will be the winner of the presidential election Re-Opposition Smart
TXT0229,prabowo serang anies pemimpin jangan ngomong aja re oposisicerdas,prabowo serang anies pemimpin jangan mengomong saja re oposisicerdas,"Prabowo attacks Anies, leader, don't just talk, smart opposition"
TXT0230,akan penuh dengan kejutan prabowo gibran menang satu putaran bukan ngawang tapi optimisme yang terukur dan berdasar data dan fakta pemerintahan jokowi sebentar lagi akan berakhir menggoreskan kenangan indah yang harus dilanjutkan dan terus ditingkatkan dan kerinduan rakyat keluarga asn tni polri terhadap sosok sby dan jokowi sudah terwakilkan di paslon militer sipil sebuah pasangan yang realistias dengan kondisi saat ini dan masa depan re heraloebss,akan penuh dengan kejutan prabowo gibran menang satu putaran bukan ngawang tapi optimisme yang terukur dan berdasar data dan fakta pemerintahan jokowi sebentar lagi akan berakhir menggoreskan kenangan indah yang harus dilanjutkan dan terus ditingkatkan dan kerinduan rakyat keluarga asn tni polri terhadap sosok surabaya dan jokowi sudah terwakilkan di paslon militer sipil sebuah pasangan yang realistias dengan kondisi saat ini dan masa depan re heraloebss,"will be full of surprises prabowo gibran won one round not ngawah but optimism that is measured and based on data and facts jokowi's government will soon end etching beautiful memories that must be continued and continuously improved and the longing of the people, the families of ASN TNI Polri for the figures of Surabaya and jokowi has been represented in the military-civilian candidate pair, a pair that is realistic with the current conditions and the future re heraloebss"
TXT0231,ganjarmahfud adalah pemimpin yang mendukung kesejahteraan semua lapisan masyarakat happy new year,ganjarmahfud adalah pemimpin yang mendukung kesejahteraan semua lapisan masyarakat happy new year,ganjarmahfud is a leader who supports the welfare of all levels of society happy new year
TXT0232,inilah desak anies yg sudah di lakukan masih menjabat gub dki jadi acara saat ini bukan sekedar mencari perhatian tuk pilpres tapi ini melanjutkan tradisi demokrasi yg sehat,inilah desak anies yang sudah di lakukan masih menjabat gub dki jadi acara saat ini bukan sekedar mencari perhatian untuk pilpres tapi ini melanjutkan tradisi demokrasi yang sehat,"This is what Anies has been urging to do while he is still serving as governor of DKI, so the current event is not just about seeking attention for the presidential election, but it is also continuing the tradition of healthy democracy."
TXT0233,sombong skrg aja kubu prabowo inidgn cara apa bisa menang ingat ya kalau terpilih berdasarkan demokrasi yg jurdilinsyaallah rakyat tidak bergejolaknamun jika sebaliknyajgn anggap main pemilik mutlak di negeri iniingat ini adalah pesta demokrasi rakyat,sombong sekarang saja kubu prabowo inidgn cara apa bisa menang ingat ya kalau terpilih berdasarkan demokrasi yang jurdilinsyaallah rakyat tidak bergejolaknamun jika sebaliknyajgn anggap main pemilik mutlak di negeri iniingat ini adalah pesta demokrasi rakyat,"Prabowo's camp is arrogant now, how can they win? Remember, if you are elected based on honest democracy, God willing, the people will not be in turmoil, but if it is the opposite, don't think of yourself as the absolute owner of this country. Remember, this is a people's democratic party."
TXT0234,kiglhrhwbpu justru kalau prabowo menang akan bahaya buat keutuhan dan kelangsungan indonesia dia sudah bilang kalau nkra akan hancur ditolakorgpapuadll,kiglhrhwbpu justru kalau prabowo menang akan bahaya buat keutuhan dan kelangsungan indonesia dia sudah bilang kalau nkra akan hancur ditolakorgpapuadll,"kiglhrhwbpu if Prabowo wins it will be dangerous for the integrity and continuity of Indonesia, he has said that the Nkra will be destroyed, rejected by Papuans etc."
TXT0235,demokrasi kita diwujudkan di indonesian democratic party februari mantap ayo kita jadikan momen ini lebih bermakna dengan memilih ganjar pranowo,demokrasi kita diwujudkan di indonesian democratic party februari mantap ayo kita jadikan momen ini lebih bermakna dengan memilih ganjar pranowo,"Our democracy is realized in the Indonesian Democratic Party, February, great, let's make this moment more meaningful by choosing Ganjar Pranowo"
TXT0236,debat cuma modal bego dongok tolol ganjar dpr prabowo kalah di golkar ganjar dpr prabowo gagal cawapres ganjar gubernur prabowo gagal capres ganjar  anis gubernur prabowo gagal capres prabowo gagal mlulu anis menang kali itupun brutal,debat cuma modal bego dongok tolol ganjar dpr prabowo kalah di golkar ganjar dpr prabowo gagal cawapres ganjar gubernur prabowo gagal capres ganjar anis gubernur prabowo gagal capres prabowo gagal mlulu anis menang kali itupun brutal,"debate is just based on stupidity, idiot, punish the DPR, Prabowo lost in Golkar, punish the DPR, Prabowo failed as vice president, punish the governor, Prabowo failed as a presidential candidate, punish Anis, governor, Prabowo failed as a presidential candidate, Prabowo always fails, Anis wins, even that time it's brutal"
TXT0237,kesejahteraan keluarga prajurit menjadi komitmen ganjar,kesejahteraan keluarga prajurit menjadi komitmen ganjar,The welfare of soldiers' families is a commitment of Ganjar
TXT0238,menurut calon presiden nomor urut seluruh yang tumpang tindih dari sisi regulasi perlu harmonisasi dan sinkronisasi selain itu lanjutnya pada tingkat tidak ada keputusan maka pemimpin tertinggi harus berani mengambil keputusan itu ganjar menyampaikan hal ini sebagai jawaban atas pertanyaan bagaimana komitmen paslon terhadap penataan institusi pertahanan dan keamanan karena kewenangan institusi di sektor keamanan sangat penting tetapi masih terjadi tumpang tindih pertanyaan dari panelis berlangsung saat di istora senayan jakarta minggu tema ketiga ini adalah seputar geopolitik hubungan internasional serta pertahanan dan keamanan tonton keseruan debat ketiga pilpres yang sedang berlangsung di youtube kompascom  re kompascom,menurut calon presiden nomor urut seluruh yang tumpang tindih dari sisi regulasi perlu harmonisasi dan sinkronisasi selain itu lanjutnya pada tingkat tidak ada keputusan maka pemimpin tertinggi harus berani mengambil keputusan itu ganjar menyampaikan hal ini sebagai jawaban atas pertanyaan bagaimana komitmen paslon terhadap penataan institusi pertahanan dan keamanan karena kewenangan institusi di sektor keamanan sangat penting tetapi masih terjadi tumpang tindih pertanyaan dari panelis berlangsung saat di istora senayan jakarta minggu tema ketiga ini adalah seputar geopolitik hubungan internasional serta pertahanan dan keamanan tonton keseruan debat ketiga pilpres yang sedang berlangsung di youtube kompascom re kompascom,"According to the presidential candidate, all overlapping regulations need to be harmonized and synchronized. In addition, he continued, at the level where there is no decision, the highest leader must dare to make that decision. Ganjar conveyed this in response to the question of how committed the candidate pair is to the arrangement of defense and security institutions because the authority of institutions in the security sector is very important but there is still overlap. Questions from the panelists took place at the Senayan Istora in Jakarta. This third week's theme is about geopolitics, international relations and defense and security. Watch the excitement of the third presidential debate that is currently taking place on YouTube Kompascom re Kompascom"
